title;duration;certificate;genre;rating;directors;stars
Malicious;90 min;NA;Horror, Thriller;5.0;Michael Winnick;Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona
Tully;95 min;12;Comedy, Drama, Mystery;7.0;Jason Reitman;Charlize Theron, Mackenzie Davis, Ron Livingston, Asher Miles Fallica
Dogman;103 min;16;Crime, Drama, Thriller;7.5;Matteo Garrone;Marcello Fonte, Edoardo Pesce, Nunzia Schiano, Adamo Dionisi
Between Worlds;90 min;R;Action, Mystery, Thriller;6.5;Maria Pulera;Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton
El justiciero;107 min;16;Action, Crime, Drama;6.4;Eli Roth;Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone
El calendario de Navidad;95 min;NA;Romance;6.0;Bradley Walsh;Kat Graham, Ethan Peck, Quincy Brown, Ron Cephas Jones
El final de todo;113 min;13;Action, Adventure, Drama;5.0;David M. Rosenthal;Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker
Anon;100 min;NA;Crime, Mystery, Sci-Fi;6.1;Andrew Niccol;Clive Owen, Afiya Bennett, Morgan Allen, Jeffrey Men
The Happy Prince;105 min;R;Biography, Drama;6.4;Rupert Everett;Rupert Everett, Colin Firth, Emily Watson, Colin Morgan
The Titan;97 min;NA;Sci-Fi, Thriller;4.8;Lennart Ruff;Sam Worthington, Taylor Schilling, Tom Wilkinson, Agyness Deyn
Time Freak;NA;PG-13;Comedy, Drama, Romance;5.8;Andrew Bowler;Asa Butterfield, Sophie Turner, Skyler Gisondo, Aubrey Reynolds
15:17 Tren a París;94 min;12;Biography, Drama;5.1;Clint Eastwood;Alek Skarlatos, Anthony Sadler, Spencer Stone, Ray Corasani
Juzni vetar;130 min;NA;Crime;9.0;Milos Avramovic;Milos Bikovic, Miodrag Radonjic, Dragan Bjelogrlic, Nebojsa Glogovac
Perturbada;98 min;16;Horror, Mystery, Thriller;6.4;Steven Soderbergh;Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple
El ángel;118 min;16;Biography, Crime, Drama;7.3;Luis Ortega;Lorenzo Ferro, Chino Darín, Daniel Fanego, Mercedes Morán
Book Club;104 min;12;Comedy, Drama, Romance;6.1;Bill Holderman;Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen
Gosnell: The Trial of America's Biggest Serial Killer;93 min;PG-13;Crime, Drama;8.2;Nick Searcy;Dean Cain, Janine Turner, Nick Searcy, Sarah Jane Morris
Patient Zero;93 min;R;Action, Drama, Horror;4.3;Stefan Ruzowitzky;Natalie Dormer, Matt Smith, Stanley Tucci, Clive Standen
Blackwood;96 min;12;Drama, Fantasy, Horror;5.1;Rodrigo Cortés;AnnaSophia Robb, Uma Thurman, Isabelle Fuhrman, Victoria Moroles
American Animals;116 min;R;Crime, Drama;7.0;Bart Layton;Spencer Reinhard, Warren Lipka, Eric Borsuk, Chas Allen
I Still See You;98 min;PG-13;Fantasy, Thriller;5.7;Scott Speer;Bella Thorne, Richard Harmon, Dermot Mulroney, Amy Price-Francis
Doragon bôru chô: Burorî - Dragon Ball Super: Broly;NA;NA;Animation, Action, Fantasy;NA;Tatsuya Nagamine;Vic Mignogna, Christopher Sabat, Jason Douglas, Sean Schemmel
The Oath;93 min;R;Comedy, Thriller;5.4;Ike Barinholtz;Billy Magnussen, Tiffany Haddish, Ike Barinholtz, Max Greenfield
On the Basis of Sex;120 min;PG-13;Biography, Drama;6.0;Mimi Leder;Justin Theroux, Felicity Jones, Armie Hammer, Kathy Bates
Extinción;95 min;16;Action, Drama, Sci-Fi;5.8;Ben Young;Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay
Life of the Party;105 min;PG-13;Comedy;5.5;Ben Falcone;Melissa McCarthy, Matt Walsh, Molly Gordon, Ben Falcone
Glass Jaw;98 min;NA;Drama, Sport, Thriller;8.7;Jeff Celentano;Jon Gries, Jaime Camil, Mark Rolston, Steven Williams
¿Estamos solos?;93 min;12;Drama, Mystery, Sci-Fi;5.6;Reed Morano;Peter Dinklage, Elle Fanning, Charlotte Gainsbourg, Paul Giamatti
Assassination Nation;108 min;R;Comedy, Crime, Drama;6.0;Sam Levinson;Odessa Young, Hari Nef, Suki Waterhouse, Abra
An Interview with God;97 min;NA;Drama, Mystery;5.5;Perry Lang;Brenton Thwaites, Yael Grobglas, David Strathairn, Charlbi Dean Kriek
Un asunto de familia;121 min;R;Crime, Drama;8.1;Hirokazu Koreeda;Kirin Kiki, Lily Franky, Moemi Katayama, Sôsuke Ikematsu
Pacific Rim: Insurrección;111 min;7;Action, Adventure, Sci-Fi;5.7;Steven S. DeKnight;John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman
Gotti;112 min;R;Biography, Crime, Drama;4.9;Kevin Connolly;John Travolta, Spencer Rocco Lofranco, Kelly Preston, Stacy Keach
Black '47;100 min;R;Action, Drama;6.9;Lance Daly;Hugo Weaving, James Frecheville, Stephen Rea, Freddie Fox
The Angel;114 min;16;Drama, Thriller;6.7;Ariel Vromen;Toby Kebbell, Marwan Kenzari, Hannah Ware, Sapir Azulay
Ophelia;114 min;PG-13;Drama, Romance;6.1;Claire McCarthy;Naomi Watts, Daisy Ridley, Tom Felton, Clive Owen
Kin;102 min;PG-13;Action, Sci-Fi;5.6;Jonathan Baker, Josh Baker;Myles Truitt, Jack Reynor, Dennis Quaid, Zoë Kravitz
Our House;90 min;PG-13;Drama, Horror, Thriller;5.3;Anthony Scott Burns;John Ralston, Thomas Mann, Percy Hynes White, Lucius Hoyos
Dragged Across Concrete;159 min;R;Action, Crime, Drama;8.2;S. Craig Zahler;Mel Gibson, Jennifer Carpenter, Vince Vaughn, Laurie Holden
Operación: Huracán;103 min;12;Action, Crime, Thriller;5.0;Rob Cohen;Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson
White Orchid;82 min;NA;Drama, Thriller;5.0;Steve Anderson;Olivia Thirlby, Rachael Taylor, Jennifer Beals, Janina Gavankar
La Sirenita;85 min;PG;Adventure, Drama, Fantasy;4.3;Blake Harris, Chris Bouchard;William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez
Peter Rabbit;95 min;7;Animation, Adventure, Comedy;6.6;Will Gluck;James Corden, Fayssal Bazzi, Domhnall Gleeson, Sia
211;86 min;R;Action, Drama, History;4.3;York Alec Shackleton;Nicolas Cage, Sophie Skelton, Michael Rainey Jr., Dwayne Cameron
Second Act;NA;PG-13;Comedy, Romance;NA;Peter Segal;Milo Ventimiglia, Vanessa Hudgens, Jennifer Lopez, Leah Remini
Blindspotting;95 min;R;Comedy, Crime, Drama;7.5;Carlos López Estrada;Daveed Diggs, Rafael Casal, Janina Gavankar, Jasmine Cephas Jones
Seven in Heaven;94 min;PG-13;Horror, Sci-Fi;5.4;Chris Eigeman;Jacinda Barrett, Haley Ramm, Gary Cole, Travis Tope
SuperFly;116 min;16;Action, Crime, Thriller;5.1;Director X.;Trevor Jackson, Jason Mitchell, Lex Scott Davis, Michael Kenneth Williams
¿Quién está matando a los moñecos?;91 min;16;Action, Comedy, Crime;5.1;Brian Henson;Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker
Como la vida misma;118 min;R;Drama, Romance;5.8;Dan Fogelman;Oscar Isaac, Olivia Wilde, Annette Bening, Mandy Patinkin
Stan & Ollie;97 min;NA;Biography, Comedy, Drama;6.9;Jon S. Baird;Stephanie Hyam, John C. Reilly, Shirley Henderson, Steve Coogan
If Beale Street Could Talk;117 min;R;Crime, Drama, Romance;6.8;Barry Jenkins;KiKi Layne, Stephan James, Regina King, Colman Domingo
The Cloverfield Paradox;102 min;NA;Horror, Mystery, Sci-Fi;5.6;Julius Onah;Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz
El rehén;109 min;12;Crime, Drama, Thriller;6.5;Brad Anderson;Jon Hamm, Jay Potter, Khalid Benchagra, Ania Josse
Jefe;89 min;NA;Comedy;5.4;Sergio Barrejón;Luis Callejo, Juana Acosta, Carlo D'Ursi, Josean Bengoetxea
At Eternity's Gate;110 min;PG-13;Biography, Drama;6.7;Julian Schnabel;Willem Dafoe, Rupert Friend, Oscar Isaac, Mads Mikkelsen
Sanju;155 min;NA;Biography, Drama;8.1;Rajkumar Hirani;Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Vicky Kaushal
Cómo deshacerte de tu jefe;105 min;13;Comedy, Romance;6.5;Claire Scanlon;Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs
Bad Samaritan;110 min;R;Crime, Thriller;6.4;Dean Devlin;David Tennant, Robert Sheehan, Kerry Condon, Carlito Olivero
Calibre;101 min;NA;Thriller;6.7;Matt Palmer;Jack Lowden, Martin McCann, Tony Curran, Ian Pirie
Winchester: La casa que construyeron los espíritus;99 min;16;Biography, Fantasy, Horror;5.4;Michael Spierig, Peter Spierig;Helen Mirren, Sarah Snook, Finn Scicluna-O'Prey, Jason Clarke
Final Score;104 min;R;Action, Thriller;5.6;Scott Mann;Aaron McCusker, Dave Bautista, Pierce Brosnan, Ray Stevenson
White Boy Rick;111 min;R;Crime, Drama;6.5;Yann Demange;Matthew McConaughey, Richie Merritt, Bel Powley, Jennifer Jason Leigh
El príncipe encantador;90 min;A;Animation, Comedy, Family;5.9;Ross Venokur;Demi Lovato, Wilmer Valderrama, Sia, Nia Vardalos
Bleach;108 min;NA;Action, Adventure, Fantasy;6.5;Shinsuke Sato;Sôta Fukushi, Hana Sugisaki, Ryô Yoshizawa, Miyavi
Capharnaüm;121 min;R;Drama;7.9;Nadine Labaki;Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad
Desmelenada;98 min;13;Comedy, Drama, Romance;6.4;Haifaa Al-Mansour;Sanaa Lathan, Ricky Whittle, Lyriq Bent, Lynn Whitfield
Museo;128 min;NA;Crime, Drama;7.4;Alonso Ruizpalacios;Gael García Bernal, Simon Russell Beale, Lynn Gilmartin, Leonardo Ortizgris
Bigger;107 min;PG-13;Drama;7.5;George Gallo;Julianne Hough, Colton Haynes, DJ Qualls, Victoria Justice
La nueva generación;106 min;7;Animation, Action, Adventure;6.6;Kevin R. Adams, Joe Ksander, Ricardo Curtis;John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña
Honey in the Head;NA;PG-13;Drama;7.3;Til Schweiger;Claire Forlani, Eric Roberts, Emily Mortimer, Matt Dillon
Puertas abiertas;94 min;16;Horror, Thriller;3.3;Matt Angel, Suzanne Coote;Dylan Minnette, Piercey Dalton, Patricia Bethune, Sharif Atkins
Mowgli: La leyenda de la selva;NA;PG-13;Adventure, Drama;NA;Andy Serkis;Christian Bale, Benedict Cumberbatch, Cate Blanchett, Peter Mullan
Utoya. 22 de julio;93 min;NA;Drama, Thriller;7.7;Erik Poppe;Andrea Berntzen, Aleksander Holmen, Solveig Koløen Birkeland, Brede Fristad
The Joke Thief;81 min;NA;Drama;6.7;Frank D'Angelo;Frank D'Angelo, Sugith Varughese, Daniel Baldwin, Francesco Antonio
The New Romantic;82 min;NA;Comedy, Drama, Romance;5.9;Carly Stone;Sarah Armstrong, Daina Barbeau, Jessica Barden, Vinnie Bennett
Silencio;98 min;R;Drama, Mystery, Thriller;5.2;Lorena Villarreal;Novak Ricardo Cañamar, Anna Cetti, Michel Chauvet, Shayne Coleman
Mr. Malevolent;90 min;NA;Comedy, Horror;4.2;Rusty Cundieff, Darin Scott;Ella Arro, Rachel Axelrod, Cleo Berry, Gabriel Brown
Little Italy;102 min;R;Comedy, Romance;5.7;Donald Petrie;Hayden Christensen, Emma Roberts, Alyssa Milano, Danny Aiello
Ibiza;94 min;13;Comedy, Romance;5.2;Alex Richanbach;Gwen Elizabeth Duchon, Gillian Jacobs, Michaela Watkins, Phoebe Robinson
What They Had;101 min;R;Drama;6.2;Elizabeth Chomko;Hilary Swank, Michael Shannon, Robert Forster, Blythe Danner
The Miseducation of Cameron Post;91 min;NA;Drama, Romance;6.9;Desiree Akhavan;Chloë Grace Moretz, Steven Hauck, Quinn Shephard, Kerry Butler
Gringo: Se busca vivo o muerto;111 min;12;Action, Comedy, Crime;6.1;Nash Edgerton;Joel Edgerton, Charlize Theron, David Oyelowo, Thandie Newton
OVNI: No estamos solos;88 min;PG-13;Action, Sci-Fi, Thriller;6.2;Ryan Eslinger;Alex Sharp, Gillian Anderson, Ella Purnell, Benjamin Beatty
La primera vez que nos vimos;97 min;7;Comedy, Fantasy, Romance;6.4;Ari Sandel;Adam Devine, Alexandra Daddario, Shelley Hennig, Andrew Bachelor
Todos lo saben;132 min;12;Crime, Drama, Mystery;7.1;Asghar Farhadi;Penélope Cruz, Javier Bardem, Jaime Lorente, Ricardo Darín
Dumplin';NA;NA;Comedy, Drama, Musical;NA;Anne Fletcher;Jennifer Aniston, Odeya Rush, Dove Cameron, Bex Taylor-Klaus
He's Out There;89 min;R;Horror, Thriller;5.3;Quinn Lasher;Yvonne Strahovski, Anna Pniowsky, Abigail Pniowsky, Ryan McDonald
High Life;110 min;NA;Adventure, Drama, Horror;6.6;Claire Denis;Robert Pattinson, Juliette Binoche, André Benjamin, Mia Goth
Ghostland;91 min;18;Drama, Horror, Mystery;6.4;Pascal Laugier;Crystal Reed, Mylène Farmer, Anastasia Phillips, Emilia Jones
Silvio (y los otros);104 min;16;Biography, Drama;6.7;Paolo Sorrentino;Toni Servillo, Elena Sofia Ricci, Riccardo Scamarcio, Kasia Smutniak
Supermaderos 2;99 min;16;Comedy, Crime, Mystery;6.1;Jay Chandrasekhar;Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter
El hombre que mató a Don Quijote;132 min;NA;Adventure, Comedy, Drama;6.8;Terry Gilliam;Adam Driver, Jonathan Pryce, Stellan Skarsgård, Olga Kurylenko
Amor a medianoche;91 min;7;Drama, Romance;6.6;Scott Speer;Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard
Looking Glass;103 min;R;Thriller;4.5;Tim Hunter;Nicolas Cage, Robin Tunney, Marc Blucas, Kassia Conway
The Death and Life of John F. Donovan;123 min;NA;Drama;6.0;Xavier Dolan;Natalie Portman, Jacob Tremblay, Emily Hampshire, Kit Harington
The Unthinkable;129 min;NA;Thriller;7.1;Victor Danell;Christoffer Nordenrot, Lisa Henni, Jesper Barkselius, Pia Halvorsen
Richard Says Goodbye;90 min;NA;Comedy, Drama;9.2;Wayne Roberts;Johnny Depp, Zoey Deutch, Ron Livingston, Rosemarie DeWitt
Namaste England;141 min;NA;Comedy, Romance;1.3;Vipul Amrutlal Shah;Parineeti Chopra, Arjun Kapoor, Shreya Mehta, Alankrita Sahai
Blue Night;91 min;NA;Drama, Music, Romance;5.0;Fabien Constant;Sarah Jessica Parker, Renée Zellweger, Taylor Kinney, Simon Baker
Death Kiss;87 min;NA;Action;4.5;Rene Perez;Robert Bronzi, Daniel Baldwin, Richard Tyson, Eva Hamilton
Kursk;117 min;PG-13;Action, Drama;6.6;Thomas Vinterberg;Léa Seydoux, Michael Nyqvist, Colin Firth, Matthias Schoenaerts
El leñador;94 min;R;Action, Drama;6.1;Lin Oeding;Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang
Await Further Instructions;91 min;NA;Horror, Mystery, Sci-Fi;4.9;Johnny Kevorkian;Sam Gittins, Neerja Naik, Abigail Cruttenden, David Bradley
The Catcher Was a Spy;98 min;R;Biography, Drama, War;6.1;Ben Lewin;Paul Rudd, Connie Nielsen, Sienna Miller, Guy Pearce
Fahrenheit 451;100 min;14;Drama, Sci-Fi, Thriller;4.9;Ramin Bahrani;Michael B. Jordan, Aaron Davis, Cindy Katz, Michael Shannon
Gold;151 min;7;Drama, History, Sport;7.7;Reema Kagti;Akshay Kumar, Mouni Roy, Kunal Kapoor, Amit Sadh
El paquete;94 min;16;Comedy;5.5;Jake Szymanski;Daniel Doheny, Geraldine Viswanathan, Sadie Calvano, Luke Spencer Roberts
Touch Me Not;123 min;NA;Drama;6.3;Adina Pintilie;Laura Benson, Tómas Lemarquis, Christian Bayerlein, Grit Uhlemann
First Love;122 min;NA;Drama, Romance;5.4;Paul Soriano;Aga Muhlach, Bea Alonzo, Sandy Andolong, Albie Casiño
The Gateway;90 min;NA;Sci-Fi;5.6;John V. Soto;Jacqueline McKenzie, Myles Pollard, Hayley McElhinney, Shannon Berry
Ashes in the Snow;98 min;NA;Drama, Romance;8.2;Marius A. Markevicius;Bel Powley, James Cosmo, Sophie Cookson, Martin Wallström
Tau;97 min;13;Sci-Fi, Thriller;5.7;Federico D'Alessandro;Maika Monroe, Ed Skrein, Gary Oldman, Fiston Barek
Nomis;98 min;NA;Action, Thriller;8.4;David Raymond;Alexandra Daddario, Henry Cavill, Minka Kelly, Nathan Fillion
The Domestics;95 min;R;Sci-Fi, Thriller;5.7;Mike P. Nelson;Kate Bosworth, Tyler Hoechlin, Sonoya Mizuno, Lance Reddick
Arizona;85 min;NA;Comedy, Thriller;5.7;Jonathan Watson;Danny McBride, Rosemarie DeWitt, Lolli Sorenson, Luke Wilson
Summer '03;95 min;NA;Comedy;6.0;Becca Gleason;Joey King, Andrea Savage, Paul Scheer, Logan Medina
The Thinning: New World Order;83 min;NA;Action, Drama, Horror;3.8;Michael J. Gallagher;Logan Paul, Peyton List, Matthew Glave, Calum Worthy
Chang-gwol;129 min;NA;Action, Horror;6.1;Sung-hoon Kim;Hyun Bin, Dong-Gun Jang, Eui-sung Kim, Ju-hyuk Kim
Delirium;96 min;R;Horror, Thriller;5.7;Dennis Iliadis;Topher Grace, Patricia Clarkson, Genesis Rodriguez, Robin Thomas
Mute;126 min;NA;Mystery, Sci-Fi, Thriller;5.4;Duncan Jones;Alexander Skarsgård, Paul Rudd, Justin Theroux, Levi Eisenblätter
Lazzaro feliz;125 min;PG-13;Drama;7.6;Alice Rohrwacher;Adriano Tardiolo, Agnese Graziani, Luca Chikovani, Alba Rohrwacher
The Bodyguard;NA;NA;Drama;8.3;Chris Eneaji Eneng;Segun Arinze, Uche Odoputa, Davina Sitaram, Jennifer Uzoma
Hija de su Padre;98 min;13;Comedy, Drama;6.1;Lauren Miller Rogen;Kristen Bell, Danielle Davenport, Kimiko Glenn, Wynter Kullman
Ahlat Agaci;188 min;NA;Drama;8.5;Nuri Bilge Ceylan;Dogu Demirkol, Murat Cemcir, Bennu Yildirimlar, Hazar Ergüçlü
Cada día;97 min;A;Drama, Fantasy, Romance;6.4;Michael Sucsy;Angourie Rice, Justice Smith, Debby Ryan, Jeni Ross
Slice;83 min;R;Comedy, Crime, Fantasy;4.5;Austin Vesely;Zazie Beetz, Chance the Rapper, Rae Gray, Tim Decker
Hurricane;107 min;NA;Drama, War;5.8;David Blair;Iwan Rheon, Milo Gibson, Stefanie Martini, Marcin Dorocinski
Incoming;89 min;NA;Action, Sci-Fi, Thriller;3.3;Eric Zaragoza;Scott Adkins, Aaron McCusker, Michelle Lehane, Vahidin Prelic
El increíble viaje del faquir;92 min;NA;Drama;7.0;Ken Scott;Dhanush, Bérénice Bejo, Erin Moriarty, Barkhad Abdi
Dong wu shi jie;132 min;NA;Adventure, Thriller;6.4;Yan Han;Yi Feng Li, Dongyu Zhou, Michael Douglas, Bingkun Cao
Lords of Chaos;112 min;R;Drama, Horror, Thriller;6.3;Jonas Åkerlund;Rory Culkin, Jon Øigarden, Emory Cohen, Jack Kilmer
Asalto en la noche;88 min;12;Action, Crime, Drama;5.3;James McTeigue;Gabrielle Union, Billy Burke, Richard Cabral, Ajiona Alexus
Actos de violencia;86 min;R;Action, Crime;5.2;Brett Donowho;Bruce Willis, Cole Hauser, Shawn Ashmore, Ashton Holmes
Cavernícola;89 min;7;Animation, Adventure, Comedy;6.1;Nick Park;Eddie Redmayne, Tom Hiddleston, Maisie Williams, Timothy Spall
Status Update;106 min;PG-13;Comedy, Fantasy;5.8;Scott Speer;Ross Lynch, Olivia Holt, Harvey Guillen, Courtney Eaton
Lizzie;105 min;R;Biography, Crime, Drama;5.8;Craig William Macneill;Kristen Stewart, Chloë Sevigny, Fiona Shaw, Kim Dickens
2.0;NA;NA;Action, Sci-Fi, Thriller;NA;S. Shankar;Rajinikanth, Akshay Kumar, Amy Jackson, Sudhanshu Pandey
Mara;98 min;R;Crime, Horror, Thriller;5.1;Clive Tonge;Olga Kurylenko, Craig Conway, Javier Botet, Rosie Fellner
El banquero de la resistencia;123 min;16;Drama, War;6.9;Joram Lürsen;Barry Atsma, Fockeline Ouwerkerk, Raymond Thiry, Jacob Derwig
Entre sombras;100 min;NA;Mystery, Thriller;5.7;Anthony Byrne;Natalie Dormer, Emily Ratajkowski, James Cosmo, Ed Skrein
Traffik;96 min;R;Thriller;6.1;Deon Taylor;Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner
Falsa evidencia;100 min;16;Drama, Mystery, Thriller;5.6;Simon Kaijser;Guy Pearce, Pierce Brosnan, Minnie Driver, Alexandra Shipp
Sherlock Gnomes;86 min;A;Animation, Adventure, Comedy;5.0;John Stevenson;Johnny Depp, James McAvoy, Emily Blunt, Kelly Asbury
We Have Always Lived in the Castle;90 min;NA;Drama, Mystery, Thriller;7.9;Stacie Passon;Patrick Joseph Byrnes, Una Carroll, Peter Coonan, Joanne Crawford
Un robo inesperado;90 min;R;Comedy;4.9;James Oakley;Alice Eve, Maggie Q, Sofía Vergara, Uma Thurman
¡Game Over, tío!;101 min;16;Action, Comedy;5.4;Kyle Newacheck;Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges
Future World;90 min;16;Action, Adventure, Sci-Fi;3.1;James Franco, Bruce Thierry Cheung;James Franco, Suki Waterhouse, Jeffrey Wahlberg, Margarita Levieva
Skjelvet;106 min;PG-13;Action, Drama, Thriller;6.5;John Andreas Andersen;Kristoffer Joner, Ane Dahl Torp, Jonas Hoff Oftebro, Hang Tran
I Can Only Imagine;110 min;PG;Biography, Drama, Family;7.4;Andrew Erwin, Jon Erwin;J. Michael Finley, Madeline Carroll, Dennis Quaid, Trace Adkins
Monsters and Men;96 min;R;Drama;5.8;Reinaldo Marcus Green;Chanté Adams, Giuseppe Ardizzone, Nicole Beharie, Cara Buono
Ocupación;119 min;12;Action, Drama, Sci-Fi;5.7;Luke Sparke;Dan Ewing, Temuera Morrison, Stephany Jacobsen, Rhiannon Fish
Hasta que te encontré;108 min;A;Drama, Music, Romance;6.6;Bethany Ashton Wolf;Alex Roe, Jessica Rothe, Abby Ryder Fortson, Travis Tritt
La tierra de las buenas costumbres;98 min;16;Comedy, Drama;6.2;Nicole Holofcener;Connie Britton, Charlie Tahan, Ben Mendelsohn, Edie Falco
Ladies in Black;109 min;NA;Comedy, Drama;7.3;Bruce Beresford;Rachael Taylor, Julia Ormond, Angourie Rice, Vincent Perez
La peor semana;116 min;13;Comedy;5.1;Robert Smigel;Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch
The Tale;114 min;16;Drama, Mystery, Thriller;7.3;Jennifer Fox;Elizabeth Debicki, Frances Conroy, Laura Dern, Ellen Burstyn
7 días en Entebbe;107 min;12;Action, Crime, Drama;5.8;José Padilha;Batsheva Dance Company, Zina Zinchenko, Ben Schnetzer, Daniel Brühl
En tránsito;101 min;12;Drama;6.9;Christian Petzold;Franz Rogowski, Paula Beer, Godehard Giese, Lilien Batman
Curse of the Nun;80 min;NA;Horror;3.0;Aaron Mirtes;Lacy Hartselle, Rae Hunt, Kate Kilcoyne, Aaron Mirtes
Paskal: The Movie;115 min;NA;Action, Drama;9.2;Adrian Teh;Adi Afendi, Ammar Alfian, Hairul Azreen, Jasmine Suraya Chin
Acrimony;120 min;R;Thriller;5.6;Tyler Perry;Taraji P. Henson, Lyriq Bent, Crystle Stewart, Jazmyn Simon
Stella's Last Weekend;102 min;NA;Comedy, Romance;5.9;Polly Draper;Nat Wolff, Alex Wolff, Polly Draper, Paulina Singer
Le grand bain;122 min;NA;Comedy;7.2;Gilles Lellouche;Mathieu Amalric, Guillaume Canet, Benoît Poelvoorde, Jean-Hugues Anglade
Hearts Beat Loud;97 min;A;Comedy, Drama, Music;6.9;Brett Haley;Nick Offerman, Kiersey Clemons, Blythe Danner, Toni Collette
5 Weddings;90 min;NA;Comedy, Drama, Romance;4.2;Namrata Singh Gujral;Nargis Fakhri, Rajkummar Rao, Bo Derek, Candy Clark
A Million Little Pieces;113 min;R;Drama;8.1;Sam Taylor-Johnson;Charlie Hunnam, Juliette Lewis, Aaron Taylor-Johnson, Ryan Hurst
The Amityville Murders;97 min;NA;Horror;4.9;Daniel Farrands;John Robinson, Chelsea Ricketts, Paul Ben-Victor, Diane Franklin
Bel Canto;100 min;NA;Drama, Music, Romance;5.1;Paul Weitz;Julianne Moore, Ken Watanabe, Sebastian Koch, Ryo Kase
Viper Club;109 min;R;Drama;7.1;Maryam Keshavarz;Susan Sarandon, Matt Bomer, Lola Kirke, Julian Morris
